id_bazowy,id
2019_DE_demonstracja_R1M,2019_DE_demonstracja_R1M
2019_DE_demonstracja_R1M,2019_DE_demonstracja_R1M_a
2019_DE_demonstracja_R1M,2019_DE_demonstracja_R1M_b
1990_DE_demonstracja_R1M,1990_DE_demonstracja_R1M
1990_DE_demonstracja_R1M,1990_DE_demonstracja_R1M_a
1990_DE_demonstracja_R1M,1990_DE_demonstracja_R1M_b
1991_DE_demonstracja_R1M,1991_DE_demonstracja_R1M
1991_DE_demonstracja_R1M,1991_DE_demonstracja_R1M_a
1992_DE_demonstracja_R1M,1992_DE_demonstracja_R1M
1992_DE_demonstracja_R1M,1992_DE_demonstracja_R1M_a
1993_DE_demonstracja_R1M,1993_DE_demonstracja_R1M
1993_DE_demonstracja_R1M,1993_DE_demonstracja_R1M_a
1993_DE_demonstracja_R1M,1993_DE_demonstracja_R1M_b
1994_DE_demonstracja_R1M,1994_DE_demonstracja_R1M
1994_DE_demonstracja_R1M,1994_DE_demonstracja_R1M_a
1994_DE_demonstracja_R1M,1994_DE_demonstracja_R1M_b
1994_DE_demonstracja_R1M,1994_DE_demonstracja_R1M_c
1987_DE_demonstracja_R1M,1987_DE_demonstracja_R1M
1987_DE_demonstracja_R1M,1987_DE_demonstracja_R1M_a
